weight logl omega_b H0 logA omega_cdm n_s z_reio A_planck A_act P_act Tcal Ecal m_ncdm
0.000000000000000000e+00 -2.487100109921396142e+04 2.397112081444655388e-02 6.642369067844343533e+01 3.149133748528373911e+00 1.009244719257273853e-01 1.025785764886219864e+00 8.140010668204997302e+00 1.000568539003236390e+00 1.000226757625929830e+00 9.264939941782138755e-01 9.860021927923499074e-01 1.018840898262479699e+00 2.109303974708858775e-01
0.000000000000000000e+00 -2.484990107012374938e+04 2.482971890827067804e-02 7.623720221231332062e+01 2.923613844562920505e+00 1.321049582203569217e-01 1.018828023972931929e+00 4.930085082894998472e+00 9.979262862577155113e-01 9.946786823378027664e-01 1.076988024123090470e+00 9.843079428855949775e-01 1.021931550541199440e+00 5.915097026252713608e-01
0.000000000000000000e+00 -2.466356661503198848e+04 2.279660229974779864e-02 7.149068275254714422e+01 3.223513419653224243e+00 1.381593648318553691e-01 9.709199793084587471e-01 7.804946245560510754e+00 9.893447424158807735e-01 1.003112771717614482e+00 9.200534543472813631e-01 1.002476456430969831e+00 9.910651788605198131e-01 4.770571637618287869e-02
0.000000000000000000e+00 -2.451410183778433202e+04 2.279844789623480111e-02 6.510457847490509664e+01 3.227384859997000977e+00 1.177022703538340986e-01 9.418949840870061152e-01 5.429032669353204277e+00 1.000012384058388326e+00 9.879708629725028057e-01 9.097309788223608695e-01 9.804118036183282481e-01 9.923872973563252486e-01 4.155570054374355116e-01
0.000000000000000000e+00 -2.451143910199070160e+04 2.234915401135983623e-02 7.351405890750965000e+01 2.935776689977505516e+00 1.340976089776356184e-01 9.805449060337354528e-01 9.865914097006893257e+00 1.012405187284314501e+00 1.000997911195053547e+00 9.309337000416633146e-01 9.833563465326705666e-01 9.908470202626817880e-01 1.562016985345926756e-01
0.000000000000000000e+00 -2.441058098065299055e+04 2.306887732970974020e-02 7.403457566632479825e+01 2.999438808798004175e+00 1.323795640563674714e-01 9.485041399980965737e-01 6.846232408567435535e+00 1.007237078668548058e+00 9.975176634209650395e-01 9.302664807194283014e-01 9.843459604342457148e-01 1.034738260839982216e+00 5.165545645419864496e-01
0.000000000000000000e+00 -2.430006956964474011e+04 2.035219948394606515e-02 7.349591415497562252e+01 2.955378003403628107e+00 1.294999683371742538e-01 9.615009105070397855e-01 5.041554286455236067e+00 1.010017761299960126e+00 9.964885634187443664e-01 1.060877677357060067e+00 9.845083597190298352e-01 1.029001763933747871e+00 5.039018898342878527e-01
0.000000000000000000e+00 -2.428861365437280620e+04 2.072087768779489261e-02 6.694865436810150072e+01 3.233148545304819876e+00 1.184281240867734869e-01 9.725786095105400930e-01 6.751225175101772003e+00 9.895872174225214257e-01 9.903907331297621131e-01 9.982442580263415355e-01 1.016732422403507696e+00 9.825073852980723554e-01 7.155493814020838506e-02
0.000000000000000000e+00 -2.414440009972454573e+04 2.495860280101636422e-02 7.171971996316079867e+01 3.212053415054096472e+00 1.074760028035590814e-01 9.795108425997213208e-01 4.668401054233371816e+00 9.960364881869979703e-01 1.004511608383540366e+00 9.582512639465897708e-01 9.908587353774626072e-01 1.002237885045066612e+00 4.881942674970224383e-01
0.000000000000000000e+00 -2.359307325688250785e+04 2.147791959120923244e-02 7.727894642992690422e+01 3.241905564188003908e+00 1.177517507559678878e-01 9.475141199172113504e-01 1.050270740376892675e+01 9.902474603052695556e-01 9.867659127114444262e-01 1.083467772739352020e+00 9.929617072050572757e-01 1.000137224305122752e+00 1.485932932497098236e-01
