weight logl omega_b H0 logA omega_cdm n_s z_reio A_planck A_act P_act Tcal Ecal m_ncdm
0.000000000000000000e+00 -2.501294995065704279e+04 6.299936594230932663e-01 7.688517634458921224e-01 5.904416931202711716e-01 9.120806113594445153e-01 6.637916765488575122e-01 9.601364123872175860e-01 8.391966568968467488e-01 1.538967973437629366e-01 5.466167937037427205e-01 6.034896977982340260e-01 5.636642450914711722e-01 6.836376399545448512e-01
0.000000000000000000e+00 -2.500389349020067311e+04 6.254026981852951472e-01 9.700589092853671991e-01 1.258354301390773866e-01 6.473843548141190452e-01 4.331935138288918186e-01 2.099506252545558782e-01 2.302008107113849844e-01 4.118459453917389101e-01 4.556533288911688295e-01 3.518453424655022532e-01 6.481481457747451103e-02 7.445910611285150305e-01
0.000000000000000000e+00 -2.463090323501205057e+04 9.510808727359832959e-01 6.502821718413862584e-01 9.034511021077856752e-01 8.690318117856585811e-01 6.730786312081455947e-01 4.559327583363279035e-01 6.953395743356705072e-02 1.767648452834350709e-02 9.051225335496277946e-01 6.168647420101428525e-01 9.423788274880895433e-01 6.582771190156933017e-01
0.000000000000000000e+00 -2.461088550899002803e+04 1.334519014862272090e-01 4.438984342657950055e-01 9.298309779395842467e-01 7.070860447300975071e-01 6.517520232660436452e-01 3.123124198877945679e-01 1.757625096823931532e-01 4.553223224865097229e-01 8.187394539173695751e-01 8.792085923165385841e-01 8.466170961885177704e-02 3.427373458816029839e-02
0.000000000000000000e+00 -2.456739528881512888e+04 2.978851165995355377e-02 7.644073381627286556e-01 4.939740194972879195e-01 6.080708152142852985e-01 3.503985219339033064e-01 5.739626658189456165e-02 5.803035965874144830e-01 5.644699957025655079e-01 6.911002428268750997e-01 8.207506110467768234e-01 5.394376183435471983e-01 6.137052080949093602e-01
0.000000000000000000e+00 -2.446737714972530375e+04 3.240581387532618374e-01 6.815414361167290158e-01 5.115280406972155802e-02 6.727373443975422918e-01 1.970931831481614882e-01 6.909928919782444279e-01 8.997104965458226911e-01 5.213863910154010739e-01 8.579618207308957745e-01 7.663747865477612553e-01 5.542035609257534023e-01 6.595878696078608661e-01
0.000000000000000000e+00 -2.440586736424085393e+04 2.725924465956482967e-01 9.521464167907119913e-01 2.180864613108857153e-02 4.134539054824770687e-01 6.423023714261938411e-01 9.611999836011934084e-01 6.371666094862843410e-01 1.144047026034952230e-01 9.008501454059391067e-01 7.840077649972591045e-01 1.201469930396507069e-01 4.729975408572649753e-01
0.000000000000000000e+00 -2.425942311702714505e+04 9.785414613035817721e-01 9.307835760192783026e-01 1.878316152694156083e-01 8.353707408029460435e-01 2.070022301298192202e-01 8.910075779483670466e-01 6.202132818997874164e-02 8.654820068159445601e-01 8.588037183100717398e-01 7.755072997277930869e-01 7.094245183575825786e-01 4.601397068913470889e-02
0.000000000000000000e+00 -2.422015630117908586e+04 8.420313823726409685e-01 9.493229839451028385e-01 4.656110081823182090e-01 8.451425031904722385e-01 1.820354201228163438e-01 6.055920824658069801e-01 2.965049839171313706e-01 5.332975699572771455e-02 3.295258275588028862e-01 5.155431202468979679e-01 5.425239704118439699e-01 3.943348607990291854e-01
0.000000000000000000e+00 -2.417792560742347996e+04 8.390496262520819037e-01 7.444240560058180689e-01 3.175575707409648007e-01 9.805830418305647722e-01 6.224765648600127932e-01 7.306766409761322745e-01 6.561149839361710701e-01 9.676270788574449222e-01 3.942456350340972637e-02 2.978628878735799512e-01 5.852074393327877377e-02 3.367655429721188032e-01
0.000000000000000000e+00 -2.392537541411007260e+04 2.736574389535804119e-01 7.892758638742198851e-01 6.310547673680375613e-01 7.599102344640629170e-01 3.896799899976184922e-01 7.231035166271925219e-01 6.263403141630716764e-01 1.503235824718905100e-01 6.434126926334108321e-01 9.328068902619028879e-01 5.802664713263916418e-01 5.539296868328328349e-01
0.000000000000000000e+00 -2.390666545357992436e+04 9.760019492537130859e-02 7.294022092505995092e-01 3.743581837540881363e-01 8.069319366561508167e-01 4.568555987773360583e-01 5.873963890095117435e-01 3.138715646741441212e-02 2.543264343747707601e-01 4.767734503735756579e-01 2.421703890065393106e-01 8.240719292620797276e-01 4.368753571034614813e-01
0.000000000000000000e+00 -2.387233028278071652e+04 5.820930259897761916e-01 4.689504740887200374e-01 8.005323796695206218e-01 9.017337628209309841e-02 1.273404035345462315e-01 1.925832488133161213e-03 5.365655244051233952e-01 2.071103242307321679e-01 4.182397406107398741e-01 1.624655639958059172e-01 7.645203127051770631e-01 2.307925963474337649e-01
0.000000000000000000e+00 -2.380357868718833197e+04 5.614960843195159201e-01 6.434116194338234118e-01 8.563607442990182061e-01 8.251830073480392880e-02 8.918874923881898731e-01 1.914779584849316540e-01 9.911200481210865609e-01 4.126243757771056453e-01 7.149938915372866521e-02 9.469949907075851936e-01 5.224064612991200507e-01 7.705646999710791256e-01
